"Commodity","Country","UOM","Category","SubCategory","RowNumber","YearNum","FoodValue"
"Total coffee, tea, and spices","VIETNAM","Million $","Coffee","Foods",4,"1999",118.1
"Total coffee, tea, and spices","MEXICO","Million $","Coffee","Foods",5,"1999",480.6
"Total coffee, tea, and spices","CANADA","Million $","Coffee","Foods",6,"1999",172.3
"Total coffee, tea, and spices","GUATEMALA","Million $","Coffee","Foods",7,"1999",304.5
"Total coffee, tea, and spices","REST OF WORLD","Million $","Coffee","Foods",8,"1999",1453.8
"Total coffee, tea, and spices","WORLD","Million $","Coffee","Foods",9,"1999",3605.9
"Total coffee, tea, and spices","WORLD (Quantity)","1,000 mt","Coffee","Foods",10,"1999",1651.5
"Coffee beans, unroasted","BRAZIL","Million $","Coffee","Foods",11,"1999",466.7
"Coffee beans, unroasted","COLOMBIA","Million $","Coffee","Foods",12,"1999",497.3
"Coffee beans, unroasted","GUATEMALA","Million $","Coffee","Foods",13,"1999",301.5
"Coffee beans, unroasted","MEXICO","Million $","Coffee","Foods",14,"1999",411.4
"Coffee beans, unroasted","HONDURAS","Million $","Coffee","Foods",15,"1999",49.3
"Coffee beans, unroasted","NICARAGUA","Million $","Coffee","Foods",16,"1999",24.8
"Coffee beans, unroasted","REST OF WORLD","Million $","Coffee","Foods",17,"1999",783
"Coffee beans, unroasted","WORLD","Million $","Coffee","Foods",18,"1999",2534
"Coffee beans, unroasted","WORLD (Quantity)","1,000 mt","Coffee","Foods",19,"1999",1233.6
"Coffee, roasted and instant","SWITZERLAND","Million $","Coffee","Foods",20,"1999",0.8
"Coffee, roasted and instant","CANADA","Million $","Coffee","Foods",21,"1999",83.4
"Coffee, roasted and instant","ITALY","Million $","Coffee","Foods",22,"1999",15.4
"Coffee, roasted and instant","COLOMBIA","Million $","Coffee","Foods",23,"1999",5.4
"Coffee, roasted and instant","MEXICO","Million $","Coffee","Foods",24,"1999",6.7
"Coffee, roasted and instant","REST OF WORLD","Million $","Coffee","Foods",25,"1999",68.4
"Coffee, roasted and instant","WORLD","Million $","Coffee","Foods",26,"1999",180.1
"Coffee, roasted and instant","WORLD (Quantity)","1,000 mt","Coffee","Foods",27,"1999",40.9
"Coffee extracts and preparations","FRANCE","Million $","Coffee","Foods",28,"1999",1.4
"Coffee extracts and preparations","INDIA","Million $","Coffee","Foods",29,"1999",0
"Coffee extracts and preparations","POLAND","Million $","Coffee","Foods",30,"1999",0
"Coffee extracts and preparations","PORTUGAL","Million $","Coffee","Foods",31,"1999",0
"Coffee extracts and preparations","REST OF WORLD","Million $","Coffee","Foods",32,"1999",1.5
"Coffee extracts and preparations","WORLD","Million $","Coffee","Foods",33,"1999",2.9
"Coffee extracts and preparations","WORLD (Quantity)","1,000 mt","Coffee","Foods",34,"1999",2
"Tea and mate","CHINA (MAINLAND)","Million $","Coffee","Foods",35,"1999",24.5
"Tea and mate","CANADA","Million $","Coffee","Foods",36,"1999",37
"Tea and mate","JAPAN","Million $","Coffee","Foods",37,"1999",3.7
"Tea and mate","INDIA","Million $","Coffee","Foods",38,"1999",20.3
"Tea and mate","REST OF WORLD","Million $","Coffee","Foods",39,"1999",127.1
"Tea and mate","WORLD","Million $","Coffee","Foods",40,"1999",212.6
"Tea and mate","WORLD (Quantity)","1,000 mt","Coffee","Foods",41,"1999",152
"Spices","VIETNAM","Million $","Coffee","Foods",42,"1999",16.6
"Spices","MADAGASCAR (MALAGASY)","Million $","Coffee","Foods",43,"1999",19
"Spices","INDIA","Million $","Coffee","Foods",44,"1999",145.1
"Spices","INDONESIA","Million $","Coffee","Foods",45,"1999",100.3
"Spices","CHINA (MAINLAND)","Million $","Coffee","Foods",46,"1999",20.9
"Spices","SPAIN","Million $","Coffee","Foods",47,"1999",15.7
"Spices","MEXICO","Million $","Coffee","Foods",48,"1999",30.6
"Spices","PERU","Million $","Coffee","Foods",49,"1999",0.1
"Spices","REST OF WORLD","Million $","Coffee","Foods",50,"1999",148.9
"Spices","WORLD","Million $","Coffee","Foods",51,"1999",497.2
"Spices","WORLD (Quantity)","1,000 mt","Coffee","Foods",52,"1999",190.3
"Total grains and products","CANADA","Million $","Grains","Foods",1,"1999",1481
"Total grains and products","MEXICO","Million $","Grains","Foods",2,"1999",165.2
"Total grains and products","ITALY","Million $","Grains","Foods",3,"1999",180.8
"Total grains and products","THAILAND","Million $","Grains","Foods",4,"1999",155.3
"Total grains and products","INDIA","Million $","Grains","Foods",5,"1999",45.1
"Total grains and products","GERMANY, FED. REPUBLIC","Million $","Grains","Foods",6,"1999",61.1
"Total grains and products","FRANCE","Million $","Grains","Foods",7,"1999",59.5
"Total grains and products","SOUTH KOREA","Million $","Grains","Foods",8,"1999",37.6
"Total grains and products","CHINA (MAINLAND)","Million $","Grains","Foods",9,"1999",44.8
"Total grains and products","REST OF WORLD","Million $","Grains","Foods",10,"1999",525.2
"Total grains and products","WORLD","Million $","Grains","Foods",11,"1999",2755.6
"Total grains and products","WORLD (Quantity)","1,000 mt","Grains","Foods",12,"1999",6985.1
"Bulk grains","CANADA","Million $","Grains","Foods",13,"1999",488.5
"Bulk grains","THAILAND","Million $","Grains","Foods",14,"1999",117.4
"Bulk grains","INDIA","Million $","Grains","Foods",15,"1999",41
"Bulk grains","ARGENTINA","Million $","Grains","Foods",16,"1999",0.1
"Bulk grains","BRAZIL","Million $","Grains","Foods",17,"1999",0
"Bulk grains","PERU","Million $","Grains","Foods",18,"1999",0.6
"Bulk grains","PAKISTAN","Million $","Grains","Foods",19,"1999",6.6
"Bulk grains","REST OF WORLD","Million $","Grains","Foods",20,"1999",77.1999999999999
"Bulk grains","WORLD","Million $","Grains","Foods",21,"1999",731.4
"Bulk grains","WORLD (Quantity)","1,000 mt","Grains","Foods",22,"1999",5295.2
"Wheat and products","CANADA","Million $","Grains","Foods",23,"1999",343.3
"Wheat and products","AUSTRALIA","Million $","Grains","Foods",24,"1999",38.2
"Wheat and products","GERMANY, FED. REPUBLIC","Million $","Grains","Foods",25,"1999",4.5
"Wheat and products","INDIA","Million $","Grains","Foods",26,"1999",0
"Wheat and products","REST OF WORLD","Million $","Grains","Foods",27,"1999",34.7
"Wheat and products","WORLD","Million $","Grains","Foods",28,"1999",420.7
"Wheat and products","WORLD (Quantity)","1,000 mt","Grains","Foods",29,"1999",2490
"Rice and products","THAILAND","Million $","Grains","Foods",30,"1999",120.2
"Rice and products","INDIA","Million $","Grains","Foods",31,"1999",41.1
"Rice and products","PAKISTAN","Million $","Grains","Foods",32,"1999",6.6
"Rice and products","CHINA (MAINLAND)","Million $","Grains","Foods",33,"1999",9.3
"Rice and products","REST OF WORLD","Million $","Grains","Foods",34,"1999",14.4
"Rice and products","WORLD","Million $","Grains","Foods",35,"1999",191.6
"Rice and products","WORLD (Quantity)","1,000 mt","Grains","Foods",36,"1999",361.1
"Milled grain products","CANADA","Million $","Grains","Foods",37,"1999",50.1
"Milled grain products","AUSTRALIA","Million $","Grains","Foods",38,"1999",38.2
"Milled grain products","GERMANY, FED. REPUBLIC","Million $","Grains","Foods",39,"1999",12.6
"Milled grain products","THAILAND","Million $","Grains","Foods",40,"1999",7.2
"Milled grain products","NETHERLANDS","Million $","Grains","Foods",41,"1999",14.9
"Milled grain products","BELGIUM","Million $","Grains","Foods",42,"1999",5
"Milled grain products","POLAND","Million $","Grains","Foods",43,"1999",5.8
"Milled grain products","REST OF WORLD","Million $","Grains","Foods",44,"1999",27.8
"Milled grain products","WORLD","Million $","Grains","Foods",45,"1999",161.6
"Milled grain products","WORLD (Quantity)","1,000 mt","Grains","Foods",46,"1999",292.2
"Cereal and bakery foods","CANADA","Million $","Grains","Foods",47,"1999",859.3
"Cereal and bakery foods","MEXICO","Million $","Grains","Foods",48,"1999",154.1
"Cereal and bakery foods","ITALY","Million $","Grains","Foods",49,"1999",175
"Cereal and bakery foods","FRANCE","Million $","Grains","Foods",50,"1999",48.7
"Cereal and bakery foods","SOUTH KOREA","Million $","Grains","Foods",51,"1999",36.1
"Cereal and bakery foods","THAILAND","Million $","Grains","Foods",52,"1999",25.6
"Cereal and bakery foods","CHINA (MAINLAND)","Million $","Grains","Foods",53,"1999",31.5
"Cereal and bakery foods","REST OF WORLD","Million $","Grains","Foods",54,"1999",423.3
"Cereal and bakery foods","WORLD","Million $","Grains","Foods",55,"1999",1753.6
"Cereal and bakery foods","WORLD (Quantity)","1,000 mt","Grains","Foods",56,"1999",1071.1
"Total vegetable oils","CANADA","Million $","VegetablesOil","Foods",1,"1999",436.6
"Total vegetable oils","INDONESIA","Million $","VegetablesOil","Foods",2,"1999",83.7
"Total vegetable oils","SPAIN","Million $","VegetablesOil","Foods",3,"1999",56.8
"Total vegetable oils","ITALY","Million $","VegetablesOil","Foods",4,"1999",231
"Total vegetable oils","PHILIPPINES","Million $","VegetablesOil","Foods",5,"1999",167.5
"Total vegetable oils","MALAYSIA","Million $","VegetablesOil","Foods",6,"1999",175.1
"Total vegetable oils","MEXICO","Million $","VegetablesOil","Foods",7,"1999",21.8
"Total vegetable oils","REST OF WORLD","Million $","VegetablesOil","Foods",8,"1999",103.9
"Total vegetable oils","WORLD","Million $","VegetablesOil","Foods",9,"1999",1276.4
"Total vegetable oils","WORLD (Quantity)","1,000 mt","VegetablesOil","Foods",10,"1999",1662.2
"Crude vegetable oils","JAPAN","Million $","VegetablesOil","Foods",11,"1999",13.3
"Crude vegetable oils","MEXICO","Million $","VegetablesOil","Foods",12,"1999",2.7
"Crude vegetable oils","TAIWAN","Million $","VegetablesOil","Foods",13,"1999",3.8
"Crude vegetable oils","INDIA","Million $","VegetablesOil","Foods",14,"1999",0
"Crude vegetable oils","CHINA (MAINLAND)","Million $","VegetablesOil","Foods",15,"1999",0.7
"Crude vegetable oils","SOUTH KOREA","Million $","VegetablesOil","Foods",16,"1999",0.1
"Crude vegetable oils","REST OF WORLD","Million $","VegetablesOil","Foods",17,"1999",180.3
"Crude vegetable oils","WORLD","Million $","VegetablesOil","Foods",18,"1999",200.9
"Crude vegetable oils","WORLD (Quantity)","1,000 mt","VegetablesOil","Foods",19,"1999",79.8
"Refined vegetable oils","INDONESIA","Million $","VegetablesOil","Foods",20,"1999",44.2
"Refined vegetable oils","PHILIPPINES","Million $","VegetablesOil","Foods",21,"1999",50.6
"Refined vegetable oils","MALAYSIA","Million $","VegetablesOil","Foods",22,"1999",170.9
"Refined vegetable oils","SPAIN","Million $","VegetablesOil","Foods",23,"1999",21.9
"Refined vegetable oils","CANADA","Million $","VegetablesOil","Foods",24,"1999",344
"Refined vegetable oils","ITALY","Million $","VegetablesOil","Foods",25,"1999",117.3
"Refined vegetable oils","REST OF WORLD","Million $","VegetablesOil","Foods",26,"1999",33.6
"Refined vegetable oils","WORLD","Million $","VegetablesOil","Foods",27,"1999",782.5
"Refined vegetable oils","WORLD (Quantity)","1,000 mt","VegetablesOil","Foods",28,"1999",1141.6
"Olive oil","SPAIN","Million $","VegetablesOil","Foods",29,"1999",56
"Olive oil","ITALY","Million $","VegetablesOil","Foods",30,"1999",229.9
"Olive oil","TUNISIA","Million $","VegetablesOil","Foods",31,"1999",4.1
"Olive oil","TURKEY","Million $","VegetablesOil","Foods",32,"1999",27.6
"Olive oil","GREECE","Million $","VegetablesOil","Foods",33,"1999",8.5
"Olive oil","REST OF WORLD","Million $","VegetablesOil","Foods",34,"1999",10.8
"Olive oil","WORLD","Million $","VegetablesOil","Foods",35,"1999",336.9
"Olive oil","WORLD (Quantity)","1,000 mt","VegetablesOil","Foods",36,"1999",151
"Tropical oils","INDONESIA","Million $","VegetablesOil","Foods",37,"1999",83.7
"Tropical oils","PHILIPPINES","Million $","VegetablesOil","Foods",38,"1999",167.5
"Tropical oils","MALAYSIA","Million $","VegetablesOil","Foods",39,"1999",174.7
"Tropical oils","COLOMBIA","Million $","VegetablesOil","Foods",40,"1999",0.1
"Tropical oils","INDIA","Million $","VegetablesOil","Foods",41,"1999",0.5
"Tropical oils","SRI LANKA","Million $","VegetablesOil","Foods",42,"1999",0.1
"Tropical oils","REST OF WORLD","Million $","VegetablesOil","Foods",43,"1999",5.10000000000002
"Tropical oils","WORLD","Million $","VegetablesOil","Foods",44,"1999",431.7
"Tropical oils","WORLD (Quantity)","1,000 mt","VegetablesOil","Foods",45,"1999",655.9
"Oilseeds","CANADA","Million $","VegetablesOil","Foods",46,"1999",105.5
"Oilseeds","ARGENTINA","Million $","VegetablesOil","Foods",47,"1999",8.2
"Oilseeds","BULGARIA","Million $","VegetablesOil","Foods",48,"1999",0
"Oilseeds","TURKEY","Million $","VegetablesOil","Foods",49,"1999",0.9
"Oilseeds","INDIA","Million $","VegetablesOil","Foods",50,"1999",17.1
"Oilseeds","UKRAINE","Million $","VegetablesOil","Foods",51,"1999",0
"Oilseeds","REST OF WORLD","Million $","VegetablesOil","Foods",52,"1999",110.6
"Oilseeds","WORLD","Million $","VegetablesOil","Foods",53,"1999",242.3
"Oilseeds","WORLD (Quantity)","1,000 mt","VegetablesOil","Foods",54,"1999",765.8
"Total sweeteners and candy","MEXICO","Million $","Sweets","Foods",1,"1999",178.8
"Total sweeteners and candy","CANADA","Million $","Sweets","Foods",2,"1999",324.6
"Total sweeteners and candy","BRAZIL","Million $","Sweets","Foods",3,"1999",128.7
"Total sweeteners and candy","CHINA (MAINLAND)","Million $","Sweets","Foods",4,"1999",52.4
"Total sweeteners and candy","GERMANY, FED. REPUBLIC","Million $","Sweets","Foods",5,"1999",35.9
"Total sweeteners and candy","INDIA","Million $","Sweets","Foods",6,"1999",1.1
"Total sweeteners and candy","ARGENTINA","Million $","Sweets","Foods",7,"1999",64.5
"Total sweeteners and candy","TURKEY","Million $","Sweets","Foods",8,"1999",3.4
"Total sweeteners and candy","REST OF WORLD","Million $","Sweets","Foods",9,"1999",872.5
"Total sweeteners and candy","WORLD","Million $","Sweets","Foods",10,"1999",1661.9
"Total sweeteners and candy","WORLD (Quantity)","1,000 mt","Sweets","Foods",11,"1999",2269.3
"Sugar, cane and beet","MEXICO","Million $","Sweets","Foods",12,"1999",39.4
"Sugar, cane and beet","BRAZIL","Million $","Sweets","Foods",13,"1999",72.8
"Sugar, cane and beet","GUATEMALA","Million $","Sweets","Foods",14,"1999",81.4
"Sugar, cane and beet","DOMINICAN REPUBLIC","Million $","Sweets","Foods",15,"1999",69.4
"Sugar, cane and beet","EL SALVADOR","Million $","Sweets","Foods",16,"1999",23.4
"Sugar, cane and beet","COLOMBIA","Million $","Sweets","Foods",17,"1999",30.1
"Sugar, cane and beet","AUSTRALIA","Million $","Sweets","Foods",18,"1999",35.3
"Sugar, cane and beet","REST OF WORLD","Million $","Sweets","Foods",19,"1999",262.8
"Sugar, cane and beet","WORLD","Million $","Sweets","Foods",20,"1999",614.6
"Sugar, cane and beet","WORLD (Quantity)","1,000 mt","Sweets","Foods",21,"1999",1602.9
"Other sweeteners and syrups","CANADA","Million $","Sweets","Foods",22,"1999",105.6
"Other sweeteners and syrups","MEXICO","Million $","Sweets","Foods",23,"1999",5.7
"Other sweeteners and syrups","PAKISTAN","Million $","Sweets","Foods",24,"1999",1.7
"Other sweeteners and syrups","INDONESIA","Million $","Sweets","Foods",25,"1999",0
"Other sweeteners and syrups","CHINA (MAINLAND)","Million $","Sweets","Foods",26,"1999",0.2
"Other sweeteners and syrups","THAILAND","Million $","Sweets","Foods",27,"1999",0.2
"Other sweeteners and syrups","REST OF WORLD","Million $","Sweets","Foods",28,"1999",82.8
"Other sweeteners and syrups","WORLD","Million $","Sweets","Foods",29,"1999",196.2
"Other sweeteners and syrups","WORLD (Quantity)","1,000 mt","Sweets","Foods",30,"1999",210.2
"Confections","MEXICO","Million $","Sweets","Foods",31,"1999",129
"Confections","CANADA","Million $","Sweets","Foods",32,"1999",179.8
"Confections","GERMANY, FED. REPUBLIC","Million $","Sweets","Foods",33,"1999",35.1
"Confections","TURKEY","Million $","Sweets","Foods",34,"1999",1.6
"Confections","SPAIN","Million $","Sweets","Foods",35,"1999",26.6
"Confections","CHINA (MAINLAND)","Million $","Sweets","Foods",36,"1999",16
"Confections","BRAZIL","Million $","Sweets","Foods",37,"1999",14.2
"Confections","THAILAND","Million $","Sweets","Foods",38,"1999",8.1
"Confections","REST OF WORLD","Million $","Sweets","Foods",39,"1999",304.5
"Confections","WORLD","Million $","Sweets","Foods",40,"1999",714.9
"Confections","WORLD (Quantity)","1,000 mt","Sweets","Foods",41,"1999",311.7
"Total cocoa and products","CANADA","Million $","Cocoa","Foods",1,"1999",346.3
"Total cocoa and products","IVORY COAST","Million $","Cocoa","Foods",2,"1999",291.2
"Total cocoa and products","MEXICO","Million $","Cocoa","Foods",3,"1999",38.7
"Total cocoa and products","GHANA","Million $","Cocoa","Foods",4,"1999",40.1
"Total cocoa and products","NETHERLANDS","Million $","Cocoa","Foods",5,"1999",77.3
"Total cocoa and products","MALAYSIA","Million $","Cocoa","Foods",6,"1999",57
"Total cocoa and products","ECUADOR","Million $","Cocoa","Foods",7,"1999",52.9
"Total cocoa and products","REST OF WORLD","Million $","Cocoa","Foods",8,"1999",619.6
"Total cocoa and products","WORLD","Million $","Cocoa","Foods",9,"1999",1523.1
"Total cocoa and products","WORLD (Quantity)","1,000 mt","Cocoa","Foods",10,"1999",924.7
"Cocoa beans","IVORY COAST","Million $","Cocoa","Foods",11,"1999",260.9
"Cocoa beans","ECUADOR","Million $","Cocoa","Foods",12,"1999",34.8
"Cocoa beans","GHANA","Million $","Cocoa","Foods",13,"1999",34.4
"Cocoa beans","DOMINICAN REPUBLIC","Million $","Cocoa","Foods",14,"1999",14.5
"Cocoa beans","CONGO(KINSHASA)","Million $","Cocoa","Foods",15,"1999",0
"Cocoa beans","NIGERIA","Million $","Cocoa","Foods",16,"1999",3.3
"Cocoa beans","REST OF WORLD","Million $","Cocoa","Foods",17,"1999",221
"Cocoa beans","WORLD","Million $","Cocoa","Foods",18,"1999",568.9
"Cocoa beans","WORLD (Quantity)","1,000 mt","Cocoa","Foods",19,"1999",467.2
"Cocoa paste, butter, and powder","IVORY COAST","Million $","Cocoa","Foods",20,"1999",30.2
"Cocoa paste, butter, and powder","NETHERLANDS","Million $","Cocoa","Foods",21,"1999",64
"Cocoa paste, butter, and powder","MALAYSIA","Million $","Cocoa","Foods",22,"1999",56.8
"Cocoa paste, butter, and powder","INDONESIA","Million $","Cocoa","Foods",23,"1999",56.5
"Cocoa paste, butter, and powder","GHANA","Million $","Cocoa","Foods",24,"1999",5
"Cocoa paste, butter, and powder","MEXICO","Million $","Cocoa","Foods",25,"1999",8.6
"Cocoa paste, butter, and powder","CANADA","Million $","Cocoa","Foods",26,"1999",13.4
"Cocoa paste, butter, and powder","ECUADOR","Million $","Cocoa","Foods",27,"1999",17.9
"Cocoa paste, butter, and powder","REST OF WORLD","Million $","Cocoa","Foods",28,"1999",114.2
"Cocoa paste, butter, and powder","WORLD","Million $","Cocoa","Foods",29,"1999",366.6
